,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
10,12.5%,"North Fork of Long Island, Long Island, New York, US",750 ml,Red, US,6/1/2019,"While initially closed on the nose, with time in the glass this wine reveals delightful aromas of dark cherry and mulling spice. The palate steals the show with its silken, rounded feel that supports boisterous red-berry flavors that are honed by a crunchy, chalky texture on the midpalate. Lifted tones of violet and tilled earth arise on the finish. Drink now.",,,Paumanok 2015 Cabernet Franc (North Fork of Long Island),$28, New York,90, Long Island,Alexander Peartree,@apatrone23,North Fork of Long Island,Not rated yet [Add Your Review],Cabernet Franc,2015,Paumanok
11,13.5%,"Finger Lakes, Finger Lakes, New York, US",750 ml,Red, US,6/1/2019,"Sourced from a specific block in the winery's estate vineyards, this red delights on the nose in aromas of cranberry and strawberry, with shades of green-tobacco leaf and peppercorn. The medium-bodied palate has an almost silken feel from the smooth tannins, while plenty of acidity props up the fresh pomegranate and cranberry flavors. A tangy grip of granite and pink peppercorn lingers on the finish.",North Block Six,,Atwater 2016 North Block Six Cabernet Franc (Finger Lakes),$18, New York,90, Finger Lakes,Alexander Peartree,@apatrone23,Finger Lakes,Not rated yet [Add Your Review],Cabernet Franc,2016,Atwater
12,14.2%,"Lake County, Lake County, California, US",750 ml,Red, US,6/1/2019,"This wine is full-bodied, firmly tannic and saturated with cranberry and black-cherry flavors. It's a bold and structured wine that needs rich food as a pairing to really show its stuff, or a few more years of storage in a cool place. Best after 2022.",,,Writer's Block 2016 Cabernet Franc (Lake County),$17, California,90, Lake County,Jim Gordon,@gordone_cellars,Lake County,Not rated yet [Add Your Review],Cabernet Franc,2016,Writer's Block
13,14.2%,"Lake Chelan, Columbia Valley, Washington, US",750 ml,Red, US,6/1/2019,"Fruit for this wine comes from vines planted in 2005 at the winery's organically farmed vineyard on the north shore of Lake Chelan, an area that has a geology distinct from the rest of the broader Columbia Valley. Unique aromas of porcini mushroom, peat, tobacco, cherry and crushed gravel lead to well-balanced fruit flavors that have a seamless feel. Many Lake Chelan wines show the area's promise. This wine delivers.",Burning Desire Estate Glacier Gravels Vineyard,,Hard Row To Hoe 2016 Burning Desire Estate Glacier Gravels Vineyard Cabernet Franc (Lake Chelan),$55, Washington,90, Columbia Valley,Sean P. Sullivan,@wawinereport,Lake Chelan,Not rated yet [Add Your Review],Cabernet Franc,2016,Hard Row To Hoe
14,13%,"Hudson River Region, New York Other, New York, US",750 ml,Red, US,6/1/2019,"Initially closed on the nose, with a few swirls in the glass this reveals notes of thick-skinned blackberry and peppery spice. There's a pleasing grip of chalky tannins to the entry of the palate, yet plenty of dark berry flavors fill it out, giving way to green herbs and peppery spice on the lingering finish.",Proprietor's Special Reserve,,Millbrook 2015 Proprietor's Special Reserve Cabernet Franc (Hudson River Region),$40, New York,90, New York Other,Alexander Peartree,@apatrone23,Hudson River Region,Not rated yet [Add Your Review],Cabernet Franc,2015,Millbrook
15,13.9%,"Los Carneros, Napa-Sonoma, California, US",750 ml,Red, US,6/1/2019,"Earthy tobacco and clove greet the entry of this balanced, light-bodied wine. Dark cherry, plum and dried herb round out the nuanced experience that is supported by firm, persistent tannins.",Leaning Oak Vineyard,,T. Berkley Wines 2016 Leaning Oak Vineyard Cabernet Franc (Los Carneros),$60, California,90, Napa-Sonoma,Virginie Boone,@vboone,Los Carneros,Not rated yet [Add Your Review],Cabernet Franc,2016,T. Berkley Wines
16,12.5%,"Hudson River Region, New York Other, New York, US",750 ml,Red, US,6/1/2019,"A bright streak of graphite starts off the nose of this wine, leading to a vibrant core of cranberry, cherry and peppery spice. The medium-bodied palate is rounded out by succulent red-fruit flavors, with a granite twang offering a tangy counterweight. Crisp tones of black peppercorn and graphite rise up on the finish to give a final burst of flavor to this enjoyable wine.",Estate Bottled,,Whitecliff Vineyard 2016 Estate Bottled Cabernet Franc (Hudson River Region),$26, New York,90, New York Other,Alexander Peartree,@apatrone23,Hudson River Region,Not rated yet [Add Your Review],Cabernet Franc,2016,Whitecliff Vineyard
17,14%,"Maldonado, Uruguay",750 ml,Red, Uruguay,6/1/2019,"Mature aromas of tobacco, vanilla, baking spices and earthy berry fruits are similar to classic Spanish Tempranillo. A slightly tannic palate without a lot in the midsection offers berry, spice and vanilla flavors in front of a dry finish. Call this high-quality Cab Franc “Old World” in style. Drink now.",Reserva,"Classic Wines, Inc",Alto de la Ballena 2013 Reserva Cabernet Franc (Maldonado),$21,Maldonado,90,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Cabernet Franc,2013,Alto de la Ballena
18,14.8%,"Santa Maria Valley, Central Coast, California, US",750 ml,Red, US,6/1/2019,"Dark fruits of elderberry and black plum meet with loamy soil, gravel and black pepper on the nose of this bottling from a mostly dry-farmed vineyard. The palate offers blackberry and toasted oak spice, leaning toward a richer expression of the variety.",Tinaquaic Vineyard,,Foxen 7200 2016 Tinaquaic Vineyard Cabernet Franc (Santa Maria Valley),$50, California,90, Central Coast,Matt Kettmann,@mattkettmann,Santa Maria Valley,Not rated yet [Add Your Review],Cabernet Franc,2016,Foxen 7200
19,13.1%,"Seneca Lake, Finger Lakes, New York, US",750 ml,Red, US,6/1/2019,"Pretty floral and pink peppercorn aromas start off this light-bodied red, with shades of fresh green herbs riding over a core of high-toned cranberry and currant. The palate brings a slim profile of tart red-fruit flavors, with a savory granite twang creeping up on the midpalate and feather-light tannins offering support. It was sourced from Sawmill Creek Vineyard on the east side of Seneca Lake and aged in large-format French barrels (50% new) for eight months.",,,Osmote 2017 Cabernet Franc (Seneca Lake),$24, New York,90, Finger Lakes,Alexander Peartree,@apatrone23,Seneca Lake,Not rated yet [Add Your Review],Cabernet Franc,2017,Osmote
20,13.7%,"El Dorado, Sierra Foothills, California, US",750 ml,Red, US,6/1/2019,"Gorgeous, uncomplicated fruit flavors give this wine loads of appeal. It shows fresh red cherry and black cherry on the nose, delicious cherry and blackberry on the palate and a lightly firm texture for good balance.",,,Boeger 2016 Cabernet Franc (El Dorado),$20, California,89, Sierra Foothills,Jim Gordon,@gordone_cellars,El Dorado,Not rated yet [Add Your Review],Cabernet Franc,2016,Boeger
21,13%,"Finger Lakes, Finger Lakes, New York, US",750 ml,Red, US,6/1/2019,"This is a light-bodied Cabernet Franc that offers tones of spiced currant and cranberry on the nose and palate, with a delicate framing of green herbs. It is carried by juicy acidity and a line of fine-grained tannins that meld with the tart red-fruit flavors. Drink now for its immediate appeal.",,,Dr. Konstantin Frank 2016 Cabernet Franc (Finger Lakes),$20, New York,89, Finger Lakes,Alexander Peartree,@apatrone23,Finger Lakes,Not rated yet [Add Your Review],Cabernet Franc,2016,Dr. Konstantin Frank
22,13.2%,"Finger Lakes, Finger Lakes, New York, US",750 ml,Red, US,6/1/2019,"Aromas of pomegranate, cranberry and fresh thyme show bright and intense on the nose. The medium-bodied palate is juicy in a red-fruit character that's propped up by floral pink peppercorns, while a veil of tannins and persistent acidity offer support. Drink with a slight chill to enjoy the delicious, tangy fruit.",,,Heron Hill 2016 Cabernet Franc (Finger Lakes),$22, New York,89, Finger Lakes,Alexander Peartree,@apatrone23,Finger Lakes,Not rated yet [Add Your Review],Cabernet Franc,2016,Heron Hill
23,12.9%,"North Fork of Long Island, Long Island, New York, US",750 ml,Red, US,6/1/2019,"Initial aromas of strawberry and crushed herb mark the nose, with tones of geranium, peppery spice and tilled earth providing depth. The medium-bodied palate is rounded out by luscious red-berry flavors, cut by a streak of bitter greens and propped up by a delicate frame of tannins. More earthy tones linger on the close.",Reserve,,Hound's Tree 2016 Reserve Cabernet Franc (North Fork of Long Island),$40, New York,89, Long Island,Alexander Peartree,@apatrone23,North Fork of Long Island,Not rated yet [Add Your Review],Cabernet Franc,2016,Hound's Tree
24,12.5%,"Finger Lakes, Finger Lakes, New York, US",750 ml,Red, US,6/1/2019,"Boisterous aromas of ripe red cherry and pink peppercorn dazzle on the nose. There's a pleasing roundness to the light-bodied palate, with a grainy grip of tannins and tangy acidity propelling the bouncy red-berry flavor. Specks of black pepper and green herbs give a little heft to this easy-drinking red.",,,Hickory Hollow 2016 Cabernet Franc (Finger Lakes),$22, New York,89, Finger Lakes,Alexander Peartree,@apatrone23,Finger Lakes,Not rated yet [Add Your Review],Cabernet Franc,2016,Hickory Hollow
25,13.5%,"Long Island, Long Island, New York, US",750 ml,Red, US,6/1/2019,"Sheens of oak, coffee and baking spice mark the nose, with the palate offering more fruit in the way of plump dark cherry and blackberry. The tannins have a slight bitter edge, and the acidity is currently a bit biting, but there's plenty of density to the fruit flavors for this to come together in a few years. Drink from 2020.",Caya,,Wölffer 2015 Caya Cabernet Franc (Long Island),$35, New York,89, Long Island,Alexander Peartree,@apatrone23,Long Island,Not rated yet [Add Your Review],Cabernet Franc,2015,Wölffer
26,15%,"Pays d'Oc, Languedoc-Roussillon, France",750 ml,Red, France,6/1/2019,"There's a slightly gamy, meaty character upfront on the nose of this wine, with bold, black fruit tones to add support. Touches of green pepper, tobacco and tea add interest, as well as a hint of fresh coffee grinds. Plush and velvety in feel, it shows good structure and tannins, with lush black-fruit tones that ground the palate and ride through to the medium-length finish.",Le Jardins de Vignes Rares de Ciceron Le,Bacchus Importers,Les Domaines Auriol Claude Vialade 2016 Le Jardins de Vignes Rares de Ciceron Le Cabernet Franc (Pays d'Oc),$14, Languedoc-Roussillon,88,Pays d'Oc,Lauren Buzzeo,@laurbuzz,,Not rated yet [Add Your Review],Cabernet Franc,2016,Les Domaines Auriol Claude Vialade
27,13.9%,"Finger Lakes, Finger Lakes, New York, US",750 ml,Red, US,6/1/2019,"Initially reserved on the nose, with a few swirls in the glass this red reveals high-toned aromas of red berries and violet. The medium bodied palate is plush and ripe in cranberry and cherry flavors, with soft tannins and mellow acidity providing the framework.",,,Damiani 2016 Cabernet Franc (Finger Lakes),$22, New York,88, Finger Lakes,Alexander Peartree,@apatrone23,Finger Lakes,Not rated yet [Add Your Review],Cabernet Franc,2016,Damiani
28,12.6%,"Finger Lakes, Finger Lakes, New York, US",750 ml,Red, US,6/1/2019,"Aromas of violets, crushed vitamins and cumin ride over a rubbery berry core in this red. On the palate, tangy cranberry and zesty granite start off a river of flavors, with an earthy lentil note coming in on the midpalate. The tannins are a bit grainy and green, but overall this shows good structure with proper fruit to balance.",,,Fox Run 2016 Cabernet Franc (Finger Lakes),$22, New York,88, Finger Lakes,Alexander Peartree,@apatrone23,Finger Lakes,Not rated yet [Add Your Review],Cabernet Franc,2016,Fox Run
29,14.5%,"Uruguay, Uruguay",750 ml,Red, Uruguay,6/1/2019,"Spicy, herbal aromas of tomato sauce, basil, coffee grounds and plum lead to a medium-depth palate with edginess and chop. Spiced berry flavors are slightly green and accented by oaky clove, while this Cab Franc is dry and drawing on the finish.",Reserve,Pacific Highway Wines & Spirits,Garzón 2016 Reserve Cabernet Franc (Uruguay),$20,Uruguay,88,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Cabernet Franc,2016,Garzón
30,12.8%,"North Fork of Long Island, Long Island, New York, US",750 ml,Red, US,6/1/2019,"Quiet aromas of crushed tarragon and oregano ride over a core of spiced cranberry on the nose. There's good roundness to the entry on the palate, with cherry and cranberry flavors speckled with shades of baking spices. The tannins are a bit big on the finish, with some bitterness, but overall this is shows good balance and easy drinkability.",Estate,,Lieb 2016 Estate Cabernet Franc (North Fork of Long Island),$30, New York,88, Long Island,Alexander Peartree,@apatrone23,North Fork of Long Island,Not rated yet [Add Your Review],Cabernet Franc,2016,Lieb
31,14.3%,"Contra Costa County, Central Coast, California, US",750 ml,Red, US,6/1/2019,"This wine is mellow, mature and smooth, showing nicely developed oak, spice and leather characteristics and a palate-pleasing, mouthfilling texture.",Estate,,Campos 2016 Estate Cabernet Franc (Contra Costa County),$34, California,88, Central Coast,Jim Gordon,@gordone_cellars,Contra Costa County,Not rated yet [Add Your Review],Cabernet Franc,2016,Campos
32,14.6%,"Sierra Foothills, Sierra Foothills, California, US",750 ml,Red, US,6/1/2019,"Big in flavor but smooth in texture, this hearty wine accents blackberry and black-cherry flavors with light smoky spicy notes. It is light in tannin, has a mouthfilling presence and touches of vanilla on the finish.",Estate Reserve William's,,Langman Estate 2016 Estate Reserve William's Cabernet Franc (Sierra Foothills),$45, California,88, Sierra Foothills,Jim Gordon,@gordone_cellars,Sierra Foothills,Not rated yet [Add Your Review],Cabernet Franc,2016,Langman Estate
33,12.9%,"Hudson River Region, New York Other, New York, US",750 ml,Red, US,6/1/2019,"Bright aromas of cranberry and raspberry take on a slight confected note, but are rounded out by savory tones of game and peppercorn. The medium-bodied palate is tartly red-fruit focused, with bright shots of acidity that highlight tones of peppery spice and green herbs. There's a lot of verve and vitality to this wine, with everything mostly in balance, but there's a slightly bitter green note on the finish.",,,Fjord 2015 Cabernet Franc (Hudson River Region),$25, New York,88, New York Other,Alexander Peartree,@apatrone23,Hudson River Region,Not rated yet [Add Your Review],Cabernet Franc,2015,Fjord
34,13%,"Vin de France, France Other, France",750 ml,White, France,6/1/2019,"A white wine, made as a Blanc de Noirs from Cabernet Franc, this is fruity, crisp with melon and quince flavors. It is textured, hinting at tannins as well as having a pure acidity. Drink now.",Blanc de Franc,Cynthia Hurley Wine Imports,Couly-Dutheil 2017 Blanc de Franc Cabernet Franc (Vin de France),$21, France Other,87,Vin de France,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Cabernet Franc,2017,Couly-Dutheil
35,12.5%,"New York, New York Other, New York, US",750 ml,Red, US,6/1/2019,"Sharp aromas of green herbs and brimstone turn more soft on the palate, where crunchy raspberry and cranberry reside. This is light in feel yet supported by a grip of tannins that props up the juicy red-berry flavors.",,,Robibero 2013 Cabernet Franc (New York),$60, New York,86, New York Other,Alexander Peartree,@apatrone23,New York,Not rated yet [Add Your Review],Cabernet Franc,2013,Robibero
36,12%,"Finger Lakes, Finger Lakes, New York, US",750 ml,Red, US,6/1/2019,"A savory aroma of chicken broth starts this off, with cherry and cranberry coming in after a bit of swirling in the glass. The palate is rounded and soft in a ripe red-berry flavor, with bits of savory spice and herb. It lacks in verve and life, but it will definitely please a crowd.",,,Glenora 2016 Cabernet Franc (Finger Lakes),$25, New York,86, Finger Lakes,Alexander Peartree,@apatrone23,Finger Lakes,Not rated yet [Add Your Review],Cabernet Franc,2016,Glenora
37,12.1%,"Finger Lakes, Finger Lakes, New York, US",750 ml,Red, US,6/1/2019,"Warming notes of vanilla and rooibos ride over a core of liquor-soaked tart berries on the nose. The palate is light in feel, with a slick streak of racy acidity that carries flavors of tart red berries, black pepper and green herbs. Grainy tannins and a sweet vanilla note linger on the finish.",,,O-Neh-Da 2016 Cabernet Franc (Finger Lakes),$35, New York,86, Finger Lakes,Alexander Peartree,@apatrone23,Finger Lakes,Not rated yet [Add Your Review],Cabernet Franc,2016,O-Neh-Da
38,13%,"North Fork of Long Island, Long Island, New York, US",750 ml,Red, US,6/1/2019,"Light raspberry and cranberry tones meld with loads of green-tobacco leaf and pepper on the nose of this single-vineyard offering. The palate is straightforward in profile, with light tannins and slightly insipid acidity offering support to the red-berry and herbal flavors.",Richmond Creek Vineyard Estate Grown Unfiltered,,Pellegrini Vineyards 2014 Richmond Creek Vineyard Estate Grown Unfiltered Cabernet Franc (North Fork of Long Island),$40, New York,86, Long Island,Alexander Peartree,@apatrone23,North Fork of Long Island,Not rated yet [Add Your Review],Cabernet Franc,2014,Pellegrini Vineyards
39,12%,"New York, New York Other, New York, US",750 ml,Red, US,6/1/2019,"A high-toned nail-polish note rides over subtle tones of cranberry and baking spice. There's a bit of roundness on the palate, yet sharp acidity cuts in giving it light delicate feel overall.",,,Whitecliff Vineyard 2015 Cabernet Franc (New York),$26, New York,86, New York Other,Alexander Peartree,@apatrone23,New York,Not rated yet [Add Your Review],Cabernet Franc,2015,Whitecliff Vineyard
40,13%,"North Fork of Long Island, Long Island, New York, US",750 ml,Red, US,6/1/2019,"Aromas of cherry and spiced raspberry meld with shards of tobacco leaf and pink peppercorn on the nose. The palate is lithe and linear in feel, with light impressions of red fruit that are dusted with green-leaf notes.",Estate Grown Unfiltered,,Pellegrini Vineyards 2014 Estate Grown Unfiltered Cabernet Franc (North Fork of Long Island),$30, New York,86, Long Island,Alexander Peartree,@apatrone23,North Fork of Long Island,Not rated yet [Add Your Review],Cabernet Franc,2014,Pellegrini Vineyards
41,13%,"Hudson River Region, New York Other, New York, US",750 ml,Red, US,6/1/2019,"Bright aromas of bubblegum spice and cinnamon mix with cherry on the nose of this easygoing red. It is medium bodied and rounded in feel, filled with plump red-fruit flavors and peppery spice. Medium-grained tannins carry a bit of bitterness, with mild acidity offering support.",Estate Grown,,Tousey 2016 Estate Grown Cabernet Franc (Hudson River Region),$26, New York,85, New York Other,Alexander Peartree,@apatrone23,Hudson River Region,Not rated yet [Add Your Review],Cabernet Franc,2016,Tousey
42,13.4%,"Finger Lakes, Finger Lakes, New York, US",750 ml,Red, US,6/1/2019,"Oaky notes of coconut and vanilla start out on the nose and carry to the medium-bodied palate. There are delicious, crunchy cranberries and cherries hiding beneath, but ultimately the wood tones overpower come the finish.",Estate Bottled,,Lamoreaux Landing 2016 Estate Bottled Cabernet Franc (Finger Lakes),$23, New York,85, Finger Lakes,Alexander Peartree,@apatrone23,Finger Lakes,Not rated yet [Add Your Review],Cabernet Franc,2016,Lamoreaux Landing
43,14.1%,"Red Mountain, Columbia Valley, Washington, US",750 ml,Red, US,6/1/2019,"Aromas of game, Band-Aid, baking spice and cherry are followed by tart, puckering fruit flavors. The tannins bring a gritty feel. The variety seems hard to find.",,,Nirvana Wines 2016 Cabernet Franc (Red Mountain),$24, Washington,85, Columbia Valley,Sean P. Sullivan,@wawinereport,Red Mountain,Not rated yet [Add Your Review],Cabernet Franc,2016,Nirvana Wines
44,13.1%,"Finger Lakes, Finger Lakes, New York, US",750 ml,Red, US,6/1/2019,"This unoaked Cabernet Franc offers an incredibly herbal nose of serrano chili and Tabasco sauce. The light-bodied palate offers tart red-fruit flavors and more herbal twang, with tight, drying tannins pushing through the close.",Ikehu,,Fox Run 2017 Ikehu Cabernet Franc (Finger Lakes),$20, New York,84, Finger Lakes,Alexander Peartree,@apatrone23,Finger Lakes,Not rated yet [Add Your Review],Cabernet Franc,2017,Fox Run
45,14.15%,"Temecula, South Coast, California, US",750 ml,Rose, US,6/1/2019,"A very beautiful shade of pink, this bottling is a bit funky throughout, starting with aromas of caked earth and cold metal. The palate shows a decent tension, yet the flavors of dried fruit and damp herbs aren't typical for a rosé.",M Rosé of,,Lorenzi Estate 2018 M Rosé of Cabernet Franc (Temecula),$35, California,84, South Coast,Matt Kettmann,@mattkettmann,Temecula,Not rated yet [Add Your Review],Cabernet Franc,2018,Lorenzi Estate
46,13.2%,"Columbia Valley (OR), Oregon Other, Oregon, US",750 ml,Red, US,6/1/2019,"The aromas are off, with volatile notes along with green pepper and game lurking in the background. The palate is light and elegant, showing a pleasant sense of the variety.",Reserve,,Cathedral Ridge 2016 Reserve Cabernet Franc (Columbia Valley (OR)),$44, Oregon,83, Oregon Other,Sean P. Sullivan,@wawinereport,Columbia Valley (OR),Not rated yet [Add Your Review],Cabernet Franc,2016,Cathedral Ridge
47,13.5%,"Chinon, Loire Valley, France",750 ml,Red, France,5/1/2019,"Top of the range from this producer, this complex, dense wine is still packed with young, developing tannins. Two years in wood enhances the smoky character. The rich structure, black fruits and concentration all show this wine will age. Drink from 2022.",La Croix Boissée,Kermit Lynch Wine Merchant,Bernard Baudry 2016 La Croix Boissée  (Chinon),$53, Loire Valley,95,Chinon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Cabernet Franc,2016,Bernard Baudry
48,13.5%,"Saumur-Champigny, Loire Valley, France",750 ml,Red, France,5/1/2019,"Sourced from a vineyard at the highest point of the appellation, close to the village of Dampierre, this is a serious, concentrated wine. It's dense, with layers of black cherry fruits, rich tannins and acidity. Wood-aged in massive 660-gallon barrels, it has a firm structure, which will allow it to age well. Drink from 2022.",Les Mémoires,Kermit Lynch Wine Merchant,Domaine des Roches Neuves 2017 Les Mémoires  (Saumur-Champigny),$68, Loire Valley,94,Saumur-Champigny,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Cabernet Franc,2017,Domaine des Roches Neuves
49,13.5%,"Chinon, Loire Valley, France",750 ml,Red, France,5/1/2019,"Old vines from a single vineyard next to the producer's winery have made a rich and dense wine. Powerful tannins march with the ripe, perfumed black fruits and strongly mineral acidity. This wine will take time to mature. Drink from 2022.",Clos de la Dioterie,Kermit Lynch Wine Merchant,Charles Joguet 2016 Clos de la Dioterie  (Chinon),$42, Loire Valley,94,Chinon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Cabernet Franc,2016,Charles Joguet
50,13.5%,"Chinon, Loire Valley, France",750 ml,Red, France,5/1/2019,"Chalk soil on the slope up to the plateau above the town of Chinon gives this organic wine its mineral texture, which is allied to great fruit and spice. Wood aging lends generous, ripe tannins, the layers of black fruits are impressive and have aged well. Enjoy this fine wine now.",Les Picasses,Louis/Dressner Selections,Domaine Olga Raffault 2014 Les Picasses  (Chinon),$30, Loire Valley,94,Chinon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Cabernet Franc,2014,Domaine Olga Raffault
51,14.5%,"Oakville, Napa, California, US",750 ml,Red, US,5/1/2019,"This blends 10% Cabernet Sauvignon from Oakville, combining bold integrated flavors of cinnamon toast, sage, licorice and blackberry. Reduced and showing its oak, it has sinewy quality to the texture, and finishes with an unexpected freshness.",,,The Vineyard House 2014 Cabernet Franc (Oakville),$125, California,94, Napa,Virginie Boone,@vboone,Oakville,Not rated yet [Add Your Review],Cabernet Franc,2014,The Vineyard House
