,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
10,14%,"San Benito County, Central Coast, California, US",750 ml,White, US,6/1/2019,"Nearly clear in the glass, this bottling smells of bright pear, key lime and a bit of jasmine on the nose. The palate is clean, easy and refreshing, offering simple apple and pear flavors.",,,Swanson 2018 Pinot Grigio (San Benito County),$21, California,87, Central Coast,Matt Kettmann,@mattkettmann,San Benito County,Not rated yet [Add Your Review],Pinot Grigio,2018,Swanson
11,12.5%,"Pfalz, Germany",750 ml,White, Germany,6/1/2019,"Aromas of white flower, peach and tangerine are accented by a whiff of beer hops in this easy-drinking white. It's perfumed aromatics are a touch cloying, but the palate is dry and brisk. Enjoy now.",,Prestige Beverage Group,Landshut 2018 Pinot Grigio (Pfalz),$6,Pfalz,85,,Anna Lee C. Iijima,,,Not rated yet [Add Your Review],Pinot Grigio,2018,Landshut
12,12.5%,"Marlborough, New Zealand",750 ml,White, New Zealand,5/1/2019,"From cantaloupe to green apple to lime, this wine is all about bright fruit, along with some floral characters for good measure. The palate is textural, and the acidity is crisp, offering a mouthwatering sensation. It's screaming to be sipped beside a bowl of Thai curry.",,Terlato Wines International,Loveblock 2018 Pinot Gris (Marlborough),$23,Marlborough,92,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Pinot Gris,2018,Loveblock
13,13.1%,"California, California Other, California, US",750 ml,White, US,5/1/2019,"Showing good character and substance, this medium-bodied wine stands out from the pack of bland Pinot Grigios thanks to its light, earthy aroma. The palate brings full-fledged flavors of white cherry and peach, with hints of flowers that add interest. The texture is firm enough, but also rich and mouthfilling.",,,Edna Valley Vineyard 2017 Pinot Grigio (California),$15, California,91, California Other,Jim Gordon,@gordone_cellars,California,Not rated yet [Add Your Review],Pinot Grigio,2017,Edna Valley Vineyard
14,13.5%,"High Valley, Lake County, California, US",750 ml,White, US,5/1/2019,"Fresh herbs and fragrant pine aromas lead to a crisp, vivid citrus flavor in this medium-bodied, well-balanced wine. Bright acidity keeps the mouthfeel vibrant while the satisfying fruit and herb flavors linger on the palate.",,,Brassfield 2017 Pinot Gris (High Valley),$19, California,90, Lake County,Jim Gordon,@gordone_cellars,High Valley,Not rated yet [Add Your Review],Pinot Gris,2017,Brassfield
15,14%,"Marlborough, New Zealand",750 ml,White, New Zealand,5/1/2019,"Less rosé-hued than the previous vintage, this Pinot Gris is hard not to like. The highly fragranced nose bursts with aromas of apples, lychees, lime blossoms and a touch of honey. The acidity on the palate is crisp but not searing, balanced by a dry, chalky-textured mouthfeel that finishes with a zing of lime zest that has you reaching for another sip. Drink now.",The Ned,Vinovia Wine Group/Marisco Vineyards USA,Marisco Vineyards 2018 The Ned Pinot Gris (Marlborough),$14,Marlborough,90,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Pinot Gris,2018,Marisco Vineyards
16,13.5%,"Marlborough, New Zealand",750 ml,White, New Zealand,5/1/2019,"This is a ripe, aromatic Pinot Gris that is attractive but feels as though it's spent many hours getting ready for the party. With multiple strains of yeast, full malolactic, lees stirring and other winemaking techniques, it basically has. It's fragrant and buttery, with notes of ripe stone fruit, pear and lemon and a wet stone quality. The palate is viscous in feel, but balanced by lifted acidity and bright fruit.",,Maritime Wine Trading Collective,Jules Taylor 2017 Pinot Gris (Marlborough),$18,Marlborough,89,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Pinot Gris,2017,Jules Taylor
17,14.5%,"Marlborough, New Zealand",750 ml,White, New Zealand,5/1/2019,"This is a ripe, off-dry wine that's feeling a little volatile after a few years in bottle. Nevertheless, compared with many of its regional counterparts, there's a fair bit going on. Aromas of fig, peach, melon, almond paste, cloves and salty ocean shell lead into a palate that is slippery and tangy-fruited, a bitter almond note adding interest.",,Old Bridge Cellars,Greywacke 2016 Pinot Gris (Marlborough),$25,Marlborough,89,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Pinot Gris,2016,Greywacke
18,13.5%,"California, California Other, California, US",750 ml,White, US,5/1/2019,"Copious aromas and flavors of ripe melons, pineapples and pears give this full-bodied wine a lot to like. It is effusive and fruity, not quite sweet but very ripe. The mouthfeel is rich, filling and broad.",,,Les Belles Collines 2016 Pinot Gris (California),$30, California,89, California Other,Jim Gordon,@gordone_cellars,California,Not rated yet [Add Your Review],Pinot Gris,2016,Les Belles Collines
19,13.5%,"Marlborough, New Zealand",750 ml,White, New Zealand,5/1/2019,"Medium gold in hue, this is a relatively toned-down Pinot Gris that offers up notes of waxy lemons, yeasty red apples, dried herbs and a touch of honey. The palate is medium bodied and creamy textured with more lemon and honey flavors, accompanied by zippy acidity, however the weightiness feels a little over the top.",Pa Road,USA Wine West,Te Pa 2018 Pa Road Pinot Gris (Marlborough),$13,Marlborough,88,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Pinot Gris,2018,Te Pa
20,13%,"California, California Other, California, US",1 L,White, US,5/1/2019,"This is a soft and creamy-textured wine, with a mix of light fig, mineral and apple flavors. It's not a fruit bomb, but more of a textural wine that is soothing and easy to enjoy.",,,Bandit NV Pinot Grigio (California),$9, California,88, California Other,Jim Gordon,@gordone_cellars,California,Not rated yet [Add Your Review],Pinot Grigio,,Bandit
21,14%,"North Canterbury, New Zealand",750 ml,White, New Zealand,5/1/2019,"This wine leads with very fragrant notes of ripe banana, watermelon and red apple that border on being candied. It's likable nonetheless. The palate is textural and fruity, with just enough acidity to prop it up. An easygoing expression of this style.",,Mt. Beautiful USA,Mt. Beautiful 2017 Pinot Gris (North Canterbury),$20,North Canterbury,88,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Pinot Gris,2017,Mt. Beautiful
22,13%,"Marlborough, New Zealand",750 ml,White, New Zealand,5/1/2019,"An ultrafragrant Pinot Gris, this wine offers up heady aromas of citrus, guava, pear and peach. The palate is less lifted than the nose, with the fruit sitting a little heavily and wanting more acidity to keep things fresh, and the finish falling on the flat side.",,Saranty Imports,Cottesbrook 2018 Pinot Gris (Marlborough),$17,Marlborough,87,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Pinot Gris,2018,Cottesbrook
23,12.5%,"California, California Other, California, US",750 ml,White, US,5/1/2019,"This light-bodied wine is restrained and subtle, starting with a virtually transparent color, then followed by tight apple and pine aromas and tangy, orange-peel and gooseberry flavors. Bolstered with 20% other varieties blended in, this is a refreshing, dry wine.",,,Leaping Horse 2017 Pinot Grigio (California),$10, California,87, California Other,Jim Gordon,@gordone_cellars,California,Not rated yet [Add Your Review],Pinot Grigio,2017,Leaping Horse
24,13.5%,"California, California Other, California, US",750 ml,White, US,5/1/2019,"Concentrated, dry and rather full bodied, this substantive wine offers green-apple and floral aromas, ripe apple and kiwi flavors and a soothing mouthfilling texture.",,,Murphy-Goode 2017 Pinot Grigio (California),$13, California,87, California Other,Jim Gordon,@gordone_cellars,California,Not rated yet [Add Your Review],Pinot Grigio,2017,Murphy-Goode
25,13.5%,"Marlborough, New Zealand",750 ml,White, New Zealand,5/1/2019,"This wine starts with funky vegetal and nut aromas along with buttered toast. Underneath are tropical, pear and peach fruits, but they're being strong-armed by the reductive notes. The palate is creamy in texture, and the fruit is a touch sour. Still, there's a decent lick of acidity to keep this out of flabby territory. Drink now, but give this time in the glass to blow off and open up.",,Terlato Wines International,Wairau River 2015 Pinot Gris (Marlborough),$19,Marlborough,87,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Pinot Gris,2015,Wairau River
26,13%,"California, California Other, California, US",750 ml,White, US,5/1/2019,"This medium-bodied wine is nicely fruity, uncomplicated and easy to sip. It has green-apple aromas, light citrus flavors and a good balance between fresh acidity and ripeness.",,,Geyser Peak 2017 Pinot Grigio (California),$12, California,86, California Other,Jim Gordon,@gordone_cellars,California,Not rated yet [Add Your Review],Pinot Grigio,2017,Geyser Peak
27,12.5%,"New Zealand, New Zealand",750 ml,White, New Zealand,5/1/2019,"This wine comes straight out of the gate with heady notes of ripe peach, pear, grapefruit and honeysuckle, with undertones of ground white pepper and dried herbs. Things go a little flat on the palate. It's an off-dry style, and the sugar sticks out in the form of both sweetness and a viscous texture. It's just barely held up by the acidity, although it could use more. The fruit feels a touch sour on the finish. This would likely improve when well-paired with something like a hard aged cheese.",,Pacific Highway Wines & Spirits,Giesen 2017 Pinot Gris (New Zealand),$15,New Zealand,86,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Pinot Gris,2017,Giesen
28,13.5%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,White, US,5/1/2019,"Quite closed up apple aromas are followed by smoky, medium-bodied flavors. It doesn't all work.",,,Clone 7 2017 Pinot Grigio (Columbia Valley (WA)),$10, Washington,84, Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Valley (WA),Not rated yet [Add Your Review],Pinot Grigio,2017,Clone 7
29,13.9%,"Livermore Valley, Central Coast, California, US",750 ml,White, US,5/1/2019,"This bold and candy-like wine smells toasty and buttery, tastes like butter and butterscotch and has an earthy edge too.",Private Reserve Estate Grown,,Eagle Ridge 2017 Private Reserve Estate Grown Pinot Grigio (Livermore Valley),$23, California,84, Central Coast,Jim Gordon,@gordone_cellars,Livermore Valley,Not rated yet [Add Your Review],Pinot Grigio,2017,Eagle Ridge
30,13.2%,"Sierra Foothills, Sierra Foothills, California, US",750 ml,White, US,5/1/2019,"An unmistakable aroma of buttered toast marks this full-bodied wine, even before the flavors bring on more toast, light char and a slight astringency in the texture. It makes for a rather severe character overall.",,,Sera Fina 2017 Pinot Grigio (Sierra Foothills),$16, California,83, Sierra Foothills,Jim Gordon,@gordone_cellars,Sierra Foothills,Not rated yet [Add Your Review],Pinot Grigio,2017,Sera Fina
31,12.8%,"Willamette Valley, Willamette Valley, Oregon, US",750 ml,White, US,4/1/2019,"Clean, crisp and fresh, this lightly ripened young wine mixes jicama, apple and grapefruit, with a splash of lemon oil. It's an all-around juicy mix of flavors, with good length throughout the expressive finish.",Elhanan Vineyard,,Sarver 2017 Elhanan Vineyard Pinot Gris (Willamette Valley),$22, Oregon,91, Willamette Valley,Paul Gregutt,@paulgwine ,Willamette Valley,Not rated yet [Add Your Review],Pinot Gris,2017,Sarver
32,13.5%,"Yamhill-Carlton, Willamette Valley, Oregon, US",750 ml,White, US,4/1/2019,"This complex, fruit-driven wine was vinified by the talented Isabelle Meunier at the Carlton Winemakers Studio. Equal notes of apple, pear and grapefruit are annotated with cinnamon spice. The acidity keeps it firm and puts a bit of a sheen on the generous finish.",,,Lazy River 2016 Pinot Gris (Yamhill-Carlton),$22, Oregon,90, Willamette Valley,Paul Gregutt,@paulgwine ,Yamhill-Carlton,Not rated yet [Add Your Review],Pinot Gris,2016,Lazy River
33,13.7%,"Willamette Valley, Willamette Valley, Oregon, US",750 ml,White, US,4/1/2019,"Round and fruity, this spot-on style pushes fresh fruit flavors of golden apple and Bosc pear into the center ring. It's fresh and juicy, unpretentious and ready for immediate enjoyment.",,,Firesteed 2017 Pinot Gris (Willamette Valley),$16, Oregon,88, Willamette Valley,Paul Gregutt,@paulgwine ,Willamette Valley,Not rated yet [Add Your Review],Pinot Gris,2017,Firesteed
34,14.1%,"Santa Lucia Highlands, Central Coast, California, US",750 ml,White, US,4/1/2019,"Extremely light in the glass, this bottling shows tightly wound aromas of grapefruit blossoms, crushed chalk, tangerine pith, wet river stone and sliced pear. The palate offers rounded pear and Gravenstein apple flavors.",SLH,,Hahn 2017 SLH Pinot Gris (Santa Lucia Highlands),$28, California,88, Central Coast,Matt Kettmann,@mattkettmann,Santa Lucia Highlands,Not rated yet [Add Your Review],Pinot Gris,2017,Hahn
35,12.5%,"Pfalz, Germany",750 ml,White, Germany,4/1/2019,"Hints of honeycomb accent fresh lemon and green apple on the nose here. Dry and medium bodied in style, it's a freshly concentrated white offering crisp pear flavor and sunny squirts of lemon and lime. This is an easy-drinking Pinot Gris with just a hint of grip on the finish. Enjoy now–2021.",,Loosen Bros. USA,Villa Wolf 2017 Pinot Gris (Pfalz),$12,Pfalz,88,,Anna Lee C. Iijima,,,Not rated yet [Add Your Review],Pinot Gris,2017,Villa Wolf
36,14.1%,"Monterey County, Central Coast, California, US",750 ml,White, US,4/1/2019,"Aromas of Key lime pie, candied tangerine and bubblegum are quite joyous on the nose of this wine, which is very light in the glass. It's crisp on the palate and subtle at first until waves of peach and pear flesh slide into the finish.",,,Hahn 2017 Pinot Gris (Monterey County),$15, California,88, Central Coast,Matt Kettmann,@mattkettmann,Monterey County,Not rated yet [Add Your Review],Pinot Gris,2017,Hahn
37,13%,"Rattlesnake Hills, Columbia Valley, Washington, US",750 ml,Rose, US,4/1/2019,"Unusual aromas of lees, mesquite and strawberry lead to medium-bodied fruit and smoke flavors. The smoke influence is intrusive.",Le Fantôme Sugarloaf Vineyard Rosé of,,Finn Hill 2017 Le Fantôme Sugarloaf Vineyard Rosé of Pinot Gris (Rattlesnake Hills),$20, Washington,85, Columbia Valley,Sean P. Sullivan,@wawinereport,Rattlesnake Hills,Not rated yet [Add Your Review],Pinot Gris,2017,Finn Hill
38,13%,"Burgenland, Austria",750 ml,White, Austria,3/1/2019,"Slight smoke, a touch of sonorous vanilla and lemon brightness on the nose find a very balanced expression on the fresh palate. This is slender but expressive, lemony but round. A rather attractive proposition that rings with bright, lemony freshness and a lovely tinge of smokiness on the finish.",Reserve,Terlato Wines International,Kracher 2016 Reserve Pinot Gris (Burgenland),$25,Burgenland,93,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Pinot Gris,2016,Kracher
39,13%,"Burgenland, Austria",750 ml,White, Austria,3/1/2019,"A subdued pear juiciness mingles with subtle wood smoke on the nose. The palate is juicier and fruitier than those aromas suggest, but it also has a lovely tiptoe lightness and lemony brightness. This is subtle, light and elegant with a wonderfully juicy finish.",,Terlato Wines International,Kracher 2017 Pinot Gris (Burgenland),$25,Burgenland,91,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Pinot Gris,2017,Kracher
40,13%,"Burgenland, Austria",750 ml,White, Austria,3/1/2019,"Gentle lemon on the nose has a richer touch of yellow Mirabelle plum. The palate shows real slenderness and juicy, spiky and refreshing lemon. The freshness is cushioned with a little Mirabelle plum juiciness and a lovely phenolic texture. A light, full-flavored and fruity Grauburgunder.",Reserve,Steep Hill Importing,Artisan Wines DI Franz Scheider 2017 Reserve Grauburgunder (Burgenland),$20,Burgenland,90,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grauburgunder,2017,Artisan Wines DI Franz Scheider
41,12.6%,"Oregon, Oregon Other, Oregon, US",750 ml,White, US,3/1/2019,"This exceptionally lively, all stainless Pinot Gris has more natural fruit complexity than most unoaked Chardonnays, at half the price. Lime, apple and white peach fruit, along with compelling minerality, make this surefire for seafood, simple poultry and mild cheeses.",,,Underwood 2017 Pinot Gris (Oregon),$14, Oregon,90, Oregon Other,Paul Gregutt,@paulgwine ,Oregon,Not rated yet [Add Your Review],Pinot Gris,2017,Underwood
42,13%,"Hawke's Bay, New Zealand",750 ml,White, New Zealand,3/1/2019,"Pale gold in color, this wine starts with notes of Band-Aid and menthol. Most of it blows off relatively quickly, however, and to the fore come notes of honeyed apple and pear. The palate is medium to full bodied and creamy, thanks to partial lees stirring. It does border on flabby and weighty, but it's just barely redeemed by a line of acidity. The finish is short and fruity.",,"World Traveler Imports, LLC",Monowai 2016 Pinot Gris (Hawke's Bay),$15,Hawke's Bay,87,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Pinot Gris,2016,Monowai
43,13%,"Willamette Valley, Willamette Valley, Oregon, US",750 ml,White, US,3/1/2019,"This is a straightforward example of the variety that will appeal to many. It shows broad, simple flavors of apple and pear, but concludes with a bitter sting on the finish.",,,Kings Ridge 2016 Pinot Gris (Willamette Valley),$17, Oregon,87, Willamette Valley,Paul Gregutt,@paulgwine ,Willamette Valley,Not rated yet [Add Your Review],Pinot Gris,2016,Kings Ridge
44,12.5%,"Hawke's Bay, New Zealand",750 ml,White, New Zealand,3/1/2019,"A simple, straightforward sipper showing bright lemon, peach, ginger and floral notes. The palate is light bodied and fruity, seemingly with a touch of residual sugar to balance the acidity. A refreshing, uncomplicated porch pounder.",,"Delegat USA, Inc",Oyster Bay 2018 Pinot Gris (Hawke's Bay),$15,Hawke's Bay,87,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Pinot Gris,2018,Oyster Bay
45,12.5%,"Ancient Lakes, Columbia Valley, Washington, US",750 ml,White, US,3/1/2019,"Vineyard-designated offerings of this variety are an extreme rarity in the state. Citrus, green apple, herb and wilted flower aromas predominate. The palate is light in style, with a textured feel.",Evergreen Vineyard,,Vino 2017 Evergreen Vineyard Pinot Grigio (Ancient Lakes),$12, Washington,87, Columbia Valley,Sean P. Sullivan,@wawinereport,Ancient Lakes,Not rated yet [Add Your Review],Pinot Grigio,2017,Vino
46,12.5%,"Hawke's Bay, New Zealand",750 ml,White, New Zealand,3/1/2019,"This wine offers slightly honeyed tropical and citrus fruits on the nose. The palate adds in biting acidity, a light texture and some heavy fruit.",,"Delegat USA, Inc",Oyster Bay 2017 Pinot Gris (Hawke's Bay),$15,Hawke's Bay,85,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Pinot Gris,2017,Oyster Bay
47,12%,"Hawke's Bay, New Zealand",750 ml,White, New Zealand,3/1/2019,"There are ripe apple, pear and honey aromas here, but they're somewhat masked, seemingly by sulfur. The palate feels equally trodden upon and watery in texture, with some decent acidity, but fruit weight and residual sugar make the wine feel flat and rather two-dimensional.",,Saranty Imports,Fern Ridge 2017 Pinot Gris (Hawke's Bay),$19,Hawke's Bay,85,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Pinot Gris,2017,Fern Ridge
48,13%,"Willamette Valley, Willamette Valley, Oregon, US",750 ml,White, US,2/1/2019,"This is a simply gorgeous bottle that's loaded with fresh and palate-pleasing flavors of cut pear. Lively acidity with a mix of citrus brings extra life and length, and this will show best if decanted for an hour or two prior to drinking.",,,Portlandia 2017 Pinot Gris (Willamette Valley),$18, Oregon,92, Willamette Valley,Paul Gregutt,@paulgwine ,Willamette Valley,Not rated yet [Add Your Review],Pinot Gris,2017,Portlandia
49,14.3%,"Russian River Valley, Sonoma, California, US",750 ml,White, US,2/1/2019,"This wine is exuberant in juicy tones of Meyer lemon, peach and wet stone. The medium-bodied palate has a fleshy mouthfeel that will appeal to a wide array of wine lovers.",Estate Grown,,J Vineyards & Winery 2017 Estate Grown Pinot Gris (Russian River Valley),$34, California,91, Sonoma,Virginie Boone,@vboone,Russian River Valley,Not rated yet [Add Your Review],Pinot Gris,2017,J Vineyards & Winery
50,13.5%,"Chehalem Mountains, Willamette Valley, Oregon, US",750 ml,White, US,2/1/2019,"This 20th anniversary release is a zippy, sassy fruit bomb of a wine. Apple cider, a squirt of grapefruit, and plenty of juicy acidity push the flavors forward and keep the mouthfeel fresh and lively. Drink now–2020.",Estate,,Carabella 2017 Estate Pinot Gris (Chehalem Mountains),$18, Oregon,91, Willamette Valley,Paul Gregutt,@paulgwine ,Chehalem Mountains,Not rated yet [Add Your Review],Pinot Gris,2017,Carabella
51,13.6%,"Columbia Gorge (OR), Oregon Other, Oregon, US",750 ml,White, US,2/1/2019,"Lovely ripe flavors of pear and white peach carry a hint of mint. The wine gathers itself into a focused core, buoyed with natural acidity and finishing with a lick of spice.",,,Sineann 2017 Pinot Gris (Columbia Gorge (OR)),$18, Oregon,91, Oregon Other,Paul Gregutt,@paulgwine ,Columbia Gorge (OR),Not rated yet [Add Your Review],Pinot Gris,2017,Sineann
52,13.2%,"Willamette Valley, Willamette Valley, Oregon, US",750 ml,White, US,2/1/2019,"Pinot Gris has been a Lange highlight since the winery was founded in 1987. For the first time, a portion of this vintage was aged in concrete egg. It takes some time to open up, then does so with a burst of a lemon drop flavor. It's a tart and juicy style, with excellent pull through to a long, minerally finish.",Reserve,,Lange 2017 Reserve Pinot Gris (Willamette Valley),$28, Oregon,91, Willamette Valley,Paul Gregutt,@paulgwine ,Willamette Valley,Not rated yet [Add Your Review],Pinot Gris,2017,Lange
53,12.6%,"Eola-Amity Hills, Willamette Valley, Oregon, US",750 ml,Rose, US,2/1/2019,"This is best viewed as a rosé, as the three-day cold soak prior to fermentation has pulled a lovely copper color out of the Pinot Gris. It's bright and lively, with spicy cinnamon and a core of baked apple. It lingers nicely, adding pekoe tea and a touch of caramel.",Skin Contact,,Keeler 2017 Skin Contact Pinot Gris (Eola-Amity Hills),$24, Oregon,90, Willamette Valley,Paul Gregutt,@paulgwine ,Eola-Amity Hills,Not rated yet [Add Your Review],Pinot Gris,2017,Keeler
54,13.4%,"Willamette Valley, Willamette Valley, Oregon, US",750 ml,White, US,2/1/2019,"Here is a very fine example of Oregon Pinot Gris. It pushes fresh apple and pear fruit right down the heart of the palate. It's full bodied and balanced, drinking at its youthful best already.",Estate Bottled,,Cardwell Hill 2017 Estate Bottled Pinot Gris (Willamette Valley),$15, Oregon,90, Willamette Valley,Paul Gregutt,@paulgwine ,Willamette Valley,Not rated yet [Add Your Review],Pinot Gris,2017,Cardwell Hill
55,12.8%,"Willamette Valley, Willamette Valley, Oregon, US",750 ml,White, US,2/1/2019,"Bright fruit flavors blend apple and pear with spicy highlights. A hint of lemon rind adorns the finish. All in all, it's a tasty, well-made and totally enjoyable bottle.",,,Cubanisimo Vineyards 2017 Pinot Gris (Willamette Valley),$18, Oregon,90, Willamette Valley,Paul Gregutt,@paulgwine ,Willamette Valley,Not rated yet [Add Your Review],Pinot Gris,2017,Cubanisimo Vineyards
56,13.1%,"Willamette Valley, Willamette Valley, Oregon, US",750 ml,White, US,2/1/2019,"Some tasters may prefer the Classique to the Reserve, because it's a bit fruitier and more open at first taste. Both are leesy and textural, this one with mineral-drenched flavors of melon and apple. It was fermented and aged in neutral puncheons and stainless steel.",Classique,,Lange 2017 Classique Pinot Gris (Willamette Valley),$18, Oregon,90, Willamette Valley,Paul Gregutt,@paulgwine ,Willamette Valley,Not rated yet [Add Your Review],Pinot Gris,2017,Lange
57,13.7%,"Napa Valley, Napa, California, US",750 ml,White, US,2/1/2019,"Bright, fresh and balanced, this is a fruity white with bold flavors of baked peach and apricot. A nutty undertone adds a touch of richness and texture.",,,Benessere 2017 Pinot Grigio (Napa Valley),$25, California,90, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Pinot Grigio,2017,Benessere
58,13.5%,"Eola-Amity Hills, Willamette Valley, Oregon, US",750 ml,White, US,2/1/2019,"Sourced from a 1979 planting, this crisp, steely wine seems to have been made entirely in stainless steel, to good effect. Stylish apple fruit is highlighted with hints of chervil and parsley, and a twist of lemon peel finishes it off.",Brooks Estate Vineyard,,Brooks 2017 Brooks Estate Vineyard Pinot Gris (Eola-Amity Hills),$24, Oregon,90, Willamette Valley,Paul Gregutt,@paulgwine ,Eola-Amity Hills,Not rated yet [Add Your Review],Pinot Gris,2017,Brooks
