,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
10,13.5%,"Ribbon Ridge, Willamette Valley, Oregon, US",750 ml,Red, US,4/1/2019,"The winery continues to explore and improve its Gamays, this one a mix of two clones now 25 years old. It's full, fruity and rounded out with tangy raspberry fruit and highlights of orange peel. Tasty and tart, it drinks just as well on the second day as on the first, with a lightly mineral suggestion of black cherry soda as it finishes.",,,Brick House 2017 Gamay Noir (Ribbon Ridge),$29, Oregon,91, Willamette Valley,Paul Gregutt,@paulgwine ,Ribbon Ridge,Not rated yet [Add Your Review],"Gamay Noir, Gamay",2017,Brick House
11,12.5%,"Elkton Oregon, Southern Oregon, Oregon, US",750 ml,Rose, US,4/1/2019,"Spicy and still fresh when tasted 14 months after fermentation, this brings a lively mix of pomegranate, cranberry and cherry fruit, amplified by the creamy/leesy mouthfeel. It may well have another solid year of freshness left, but it's best to drink up.",Rosé of,,Lexème 2017 Rosé of Gamay Noir (Elkton Oregon),$18, Oregon,90, Southern Oregon,Paul Gregutt,@paulgwine ,Elkton Oregon,Not rated yet [Add Your Review],"Gamay Noir, Gamay",2017,Lexème
12,12%,"Coteaux Bourguignons, Burgundy, France",750 ml,Rose, France,4/1/2019,"Fresh, light and fruity, this is a crisp, red-currant-flavored wine. Refreshing acidity and a bright aftertaste are already delicious. Drink now.",Bellenos Rosé of,Loosen Bros. USA,Maison Roche de Bellene 2017 Bellenos Rosé of  (Coteaux Bourguignons),$16, Burgundy,86,Coteaux Bourguignons,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Gamay Noir, Gamay",2017,Maison Roche de Bellene
13,12.5%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"This amazing wine comes from vines that are more than 100 years old. Its richness and concentration are impressive, while the black fruits offer juicy acidity, spice and ripe tannins. This complex wine is well worth aging. Drink from 2020.",Vieilles Vignes de 1903,Bonhomie Wine Imports,Yohan Lardy 2016 Vieilles Vignes de 1903  (Moulin-à-Vent),$30, Beaujolais,94,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2016,Yohan Lardy
14,13%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"Night harvesting of grapes for this wine has preserved freshness and fruitiness. It's also allowed the tannins to have great play and density. Structure and beautiful, juicy black fruits have a good future ahead of them. Drink this powerful wine from 2020.",Reine de Nuit,AP Wine Imports,Domaine Anita 2017 Reine de Nuit  (Moulin-à-Vent),$33, Beaujolais,94,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine Anita
15,13%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"From a 12-acre parcel, this wine is ripe, with layers of wood, spice and black fruits. Opulent and generous, it has great potential. The concentration and richness indicate a wine to age for a few more years. Drink from 2021.",Domaine de Rochegrès,Albert Bichot USA,Albert Bichot 2016 Domaine de Rochegrès  (Moulin-à-Vent),$59, Beaujolais,94,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2016,Albert Bichot
16,13%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,This wood-aged wine offers complex tannins and perfumed fruit. Ripe cherries and spice go with juicy blackberry flavors to produce a wine that will age further. Drink from 2020.,Le Clos du Moulin-à-Vent,"Frederick Wildman & Sons, Ltd",Domaine Labruyère 2016 Le Clos du Moulin-à-Vent  (Moulin-à-Vent),$79, Beaujolais,94,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2016,Domaine Labruyère
17,14.1%,"Santa Barbara County, Central Coast, California, US",750 ml,Red, US,3/1/2019,"The slow rise of Gamay Noir on the Central Coast shows immense promise for lovers of mineral inflected, lighter styles of wine. This bottling offers wet slate and gravel on the nose along with sagebrush and light berries. The palate's tart cranberry fruit takes a backseat to wet rocks, tobacco leaf and mossy forest floor.",Absolute Magnitude,,Martian Ranch 2016 Absolute Magnitude Gamay Noir (Santa Barbara County),$40, California,94, Central Coast,Matt Kettmann,@mattkettmann,Santa Barbara County,Not rated yet [Add Your Review],"Gamay Noir, Gamay",2016,Martian Ranch
18,13%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"This comes from a single vineyard facing southeast across the Saône Valley. Ripe tannins and great concentration are balanced by opulent, spicy fruit and wonderful richness. The wine is just approaching maturity and will benefit from further aging. Drink from 2021.",La Rochelle,Wilson Daniels Ltd,Château du Moulin-à-Vent 2015 La Rochelle  (Moulin-à-Vent),$66, Beaujolais,94,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2015,Château du Moulin-à-Vent
19,13%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"The name translates as “heart of the winemaker,” recognizing owner Anita Kuhnel's place among the few women producers in Beaujolais. The wine is complex and intense, while also well structured and full of smooth fruits. Velvet tannins give a sense of structure while leaving the freshness intact. Drink from 2022.",Coeur de Vigneronne,AP Wine Imports,Domaine Anita 2017 Coeur de Vigneronne  (Moulin-à-Vent),$33, Beaujolais,94,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine Anita
20,14%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"This rich wine is aged in old barrels for more than two years. Spice, mint and ripe perfumed black fruits come together in a wine that has weight, density and is just now becoming ready to drink.",Infini,Timothy Perry,Domaine Bertrand 2015 Infini  (Moulin-à-Vent),$50, Beaujolais,94,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2015,Domaine Bertrand
21,13%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"Acidity and richness give this wine an opulent character. Ripe blackberry fruit are shot with acidity, still young and exuberant. The wine needs to soften and fill out to reveal its true intensity. Drink from 2020.",Domaine de Rochegrès,Albert Bichot USA,Albert Bichot 2017 Domaine de Rochegrès  (Moulin-à-Vent),$38, Beaujolais,93,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Albert Bichot
22,13%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"Big and rich, this generous wine has spice, juicy black fruits and fine tannins. It has developed well with a full, rich character. Coming from a single parcel, the wine shows a great sense of terroir. The estate is under the same ownership as Domaine Jacques Prieur in Meursault on the Côte de Beaune. Drink the wine now.",Le Carquelin,"Frederick Wildman & Sons, Ltd",Domaine Labruyère 2016 Le Carquelin  (Moulin-à-Vent),$48, Beaujolais,93,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2016,Domaine Labruyère
23,13%,"Chénas, Beaujolais, France",750 ml,Red, France,3/1/2019,"From a three-acre parcel, Anita Kuhnel's wine is structured, firm and juicy. Dense and rich, it offers black fruits, solid tannins and layered acidity. Still young the wine will be best from 2021.",Prémium Les Brureaux,AP Wine Imports,Domaine Anita 2017 Prémium Les Brureaux  (Chénas),$33, Beaujolais,93,Chénas,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine Anita
24,14%,"Morgon, Beaujolais, France",750 ml,Red, France,3/1/2019,"The Grillet family's organically grown wine shows delicious, pure flavors of jammy blackberries cut with acidity. It comes from old vines in one of Morgon's cru vineyards, giving both concentration and a mineral structure. Drink from 2021.",Grands Cras,Vinea Imports,Domaine de la Bonne Tonne 2017 Grands Cras  (Morgon),$25, Beaujolais,93,Morgon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine de la Bonne Tonne
25,13%,"Morgon, Beaujolais, France",750 ml,Red, France,3/1/2019,"From 70-year-old vines, this limited-production wine comes from an estate that has been in the hands of the same family since 1619. Rich tannins and black-cherry fruits are lifted and given extra dimension by the wine's fresh edge. This bold, ripe wine will repay another year, so drink from 2020.",,Private Cask Imports,Domaine Joncy 2016  Morgon,$29, Beaujolais,93,Morgon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2016,Domaine Joncy
26,13%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"Produced, like all this producer's wines, from organically grown grapes, this is an aromatic wine. Wood aging has given the wine its richness and full, generous structure. Spice, black fruits and acidity are all coming together. Drink from 2020.",,"Fruit of the Vines, Inc",Domaine Richard Rottiers 2017  Moulin-à-Vent,$30, Beaujolais,93,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine Richard Rottiers
27,13%,"Morgon, Beaujolais, France",750 ml,Red, France,3/1/2019,"The Grand Cras is one of the recognized vineyard areas of Morgon, producing, as here, concentrated wines. This is dense, firm and still young, with potential from the rich black fruits. A wine to age, it will be best from 2020.",Grands Cras,Elliott Bay Distributing Co,Jean-Michel Dupré 2017 Grands Cras  (Morgon),$50, Beaujolais,93,Morgon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Jean-Michel Dupré
28,13%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"A light touch of wood aging has given this wine ripe, perfumed flavors and rich tannins. A generous wine, it's full of fruit, spice and concentration. Produced from old vines, this dense wine is ready to drink from 2019.",Cuvée Mandrin,Anderson Ganne Wines,Château de Belleverne 2016 Cuvée Mandrin  (Moulin-à-Vent),$20, Beaujolais,93,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2016,Château de Belleverne
29,13.5%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,This single-vineyard wine is dense and firmly structured. Bold tannins and rich black fruits are developing well although remain very young. The structure and dense texture show the potential of the appellation. Drink this wine from 2020.,Clos du Grand Carquelin,Kobrand,Château des Jacques 2016 Clos du Grand Carquelin  (Moulin-à-Vent),$43, Beaujolais,93,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2016,Château des Jacques
30,13%,"Fleurie, Beaujolais, France",750 ml,Red, France,3/1/2019,"From one of the top vineyards in Fleurie, this wine is elegant, conveying a floral character as well as an opulent backdrop of dark black fruits. A rich wine with concentration and dense tannins, it needs to age further to become balanced and stylish. Drink from 2020.",Les Moriers,AP Wine Imports,Domaine Anita 2017 Les Moriers  (Fleurie),$28, Beaujolais,93,Fleurie,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine Anita
31,14.5%,"Saint-Amour, Beaujolais, France",750 ml,Red, France,3/1/2019,"The 37-acre vineyard, one of the cru's largest, is on the hill of Saint-Amour, close to the village church. It has produced a juicy wine, full of strawberry flavors and ripe acidity. Perfumed and textured, this wine is developing, but needs some time. Drink from 2020.",,David Bowler Wine,Domaine de la Pirolette 2017  Saint-Amour,$16, Beaujolais,93,Saint-Amour,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine de la Pirolette
32,13%,"Morgon, Beaujolais, France",750 ml,Red, France,3/1/2019,"The volcanic soil of this impressive vineyard gives powerful wines, like this. It is about tannins as much as fruit, but this will change. Wood aging has already done much to smooth the up-front structure and the fruit is developing well. But wait until 2021 for the wine to be at its best.",Côte du Py,Total Beverage Solution,Domaine des Souchons 2016 Côte du Py  (Morgon),$40, Beaujolais,93,Morgon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2016,Domaine des Souchons
33,13%,"Morgon, Beaujolais, France",750 ml,Red, France,3/1/2019,"This wine has power, rich tannins and perfumed black-cherry fruits. Its concentration and dark structure are impressive and sure to age well. The density of wine goes with the ripe fruit cut with acidity. Drink this ageworthy wine from 2021.",Vieilles Vignes,Saranty Imports,Domaine Lathuilière Gravallon 2016 Vieilles Vignes  (Morgon),$30, Beaujolais,93,Morgon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2016,Domaine Lathuilière Gravallon
34,12.5%,"Juliénas, Beaujolais, France",750 ml,Red, France,3/1/2019,"Legend has it that the Roman Emperor Probus introduced Gamay to Beaujolais, hence the name of this wine as a tribute. It is a beautifully smooth, perfumed wine, benefiting from wood aging as well as generous tannins and black fruits. The wine is capable of further aging, so drink from 2020.",Probus,Zancanella Importing Co,Pascal Aufranc 2016 Probus  (Juliénas),$45, Beaujolais,93,Juliénas,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2016,Pascal Aufranc
35,13%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"The wood aging of this wine is apparent in the toasty aromas. On the palate though, the rich fruits come right to the fore. The wine has concentration, density and bold black cherry and plum flavors. It needs to age. Drink from 2022.",Clos de Rochegrès,Kobrand,Château des Jacques 2016 Clos de Rochegrès  (Moulin-à-Vent),$43, Beaujolais,93,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2016,Château des Jacques
36,13%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"Beautifully wood aged, this perfumed wine is rich and elegant. It comes from a single vineyard on the estate, offering a fine line in tannins as well as great black fruits. The wine has weight along with presence and style. Drink from 2020.",Les Vérillats,Wilson Daniels Ltd,Château du Moulin-à-Vent 2015 Les Vérillats  (Moulin-à-Vent),$54, Beaujolais,93,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2015,Château du Moulin-à-Vent
37,13.5%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"This Brouilly estate also has vines in the more northerly cru of Moulin-à-Vent. The rich and perfumed wine is in the warm, concentrated style of winemaker Lauren Frapin. It has weight, with dense black-cherry flavors along with mint and spice. Drink this full-bodied wine now and until 2023.",,1_No Submitting Co,Domaine de Briante 2015  Moulin-à-Vent,$28, Beaujolais,93,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2015,Domaine de Briante
38,13%,"Côte de Brouilly, Beaujolais, France",750 ml,Red, France,3/1/2019,"This balanced, structured wine comes from the slopes of Mont Brouilly. Its tannins match the ripeness of the black-cherry flavors as well as the crisp acidity. A streak of minerality reflects the granite terroir. Drink from 2020.",,Kermit Lynch Wine Merchant,Domaine de la Voûte des Crozes 2017  Côte de Brouilly,$25, Beaujolais,93,Côte de Brouilly,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine de la Voûte des Crozes
39,13%,"Morgon, Beaujolais, France",750 ml,Red, France,3/1/2019,"Big tannins and firm extraction mark this wine. Its structure and dry core are, at this young stage, as important as the fruit. That will change and it will develop into a rich wine that is well balanced between structure and black fruits. Drink from 2021.",Les Charmes by Cédric Lathuilière,Vin de Frog,Domaine Lathuilière Gravallon 2017 Les Charmes by Cédric Lathuilière  (Morgon),$18, Beaujolais,93,Morgon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine Lathuilière Gravallon
40,13%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"Named after the large barrels used for aging, this is a perfumed wine. Ripe tannins are a balanced part of the rich black fruits and intense spice that are setting the wine on a course for long-term aging. Drink from 2020.",Foudres,"Fruit of the Vines, Inc",Domaine Richard Rottiers 2017 Foudres  (Moulin-à-Vent),$28, Beaujolais,93,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine Richard Rottiers
41,12.5%,"Morgon, Beaujolais, France",750 ml,Red, France,3/1/2019,Black-cherry aromas and flavors are typical of this famous vineyard. They sing from this wine where they are balanced with serious tannins and acidity. The wine needs time and should not be drunk before 2021.,Côte du Py,Zancanella Importing Co,Lucien Lardy 2017 Côte du Py  (Morgon),$50, Beaujolais,93,Morgon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Lucien Lardy
42,13%,"Fleurie, Beaujolais, France",750 ml,Red, France,3/1/2019,"While the fruit of this wine is perfumed, the structure is firm and dry. That gives considerable aging potential to this rich wine with its blackberry flavors and considerable acidity. The wine will take its time, and should be ready from 2020.",Poncié,"Fruit of the Vines, Inc",Patrick Tranchand 2017 Poncié  (Fleurie),$22, Beaujolais,93,Fleurie,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Patrick Tranchand
43,14%,"Morgon, Beaujolais, France",750 ml,Red, France,3/1/2019,"Morgon's most famous vineyard is on a long, steep slope. It has produced this perfumed, ripe wine. The tannins are fully integrated into the fruit giving richness and leaving plenty of room for acidity. This wine could age further and will be better from 2021.",Côte du Py,Kobrand,Château des Jacques 2016 Côte du Py  (Morgon),$43, Beaujolais,93,Morgon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2016,Château des Jacques
44,13%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"From a parcel within one of the top vineyards in Moulin-à-Vent, this wine has weight and spiciness from the wood aging. Its tannins, still young, give both structure and emphasize the richness of the fruit. It provides a fine example of the aging ability of great Beaujolais and will probably not be ready until 2020.",Champ de Cour,Wilson Daniels Ltd,Château du Moulin-à-Vent 2015 Champ de Cour  (Moulin-à-Vent),$59, Beaujolais,93,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2015,Château du Moulin-à-Vent
45,12.5%,"Saint-Amour, Beaujolais, France",750 ml,Red, France,3/1/2019,"In this structured wine, some firm tannins sustain the rich black fruits. Its freshness and dark core are still very young, meaning the wine needs to age. It is heading to be a fine wine, so wait until 2020.",Le Clos du Chapitre,"Fruit of the Vines, Inc",Domaine Chardigny 2017 Le Clos du Chapitre  (Saint-Amour),$25, Beaujolais,93,Saint-Amour,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine Chardigny
46,13%,"Morgon, Beaujolais, France",750 ml,Red, France,3/1/2019,"From one of the top vineyard sites in Morgon, this wine has powerful, concentrated fruits and structure. Its dark tannins are big and dense, matching the blackberry flavors and acidity. The wine needs to age, so drink from 2020.",Grands Cras,Total Beverage Solution,Domaine des Souchons 2016 Grands Cras  (Morgon),$40, Beaujolais,93,Morgon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2016,Domaine des Souchons
47,13%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"From a 22-acre estate, this richly structured wine shows some mature tarry flavors as well as delicious black fruits that have integrated with time. This special cuvée is now ready to drink.",Gros Vosges,Loosen Bros. USA,Domaine Fond Moiroux 2011 Gros Vosges  (Moulin-à-Vent),$35, Beaujolais,93,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2011,Domaine Fond Moiroux
48,13.5%,"Juliénas, Beaujolais, France",750 ml,Red, France,3/1/2019,"This small parcel, under two acres, is still planted with low-yielding, century-old vines. Its density and richness are impressive. This is enhanced by the wood aging that adds spice as well as hints of toast to the ripe black fruits. With this concentration, the wine needs time and shouldn't be drunk before 2020.",Les Vignes Centenaires,Premier Sellers,Domaines Laurent Perrachon & Fils 2016 Les Vignes Centenaires  (Juliénas),$28, Beaujolais,93,Juliénas,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2016,Domaines Laurent Perrachon & Fils
49,12.5%,"Fleurie, Beaujolais, France",750 ml,Red, France,3/1/2019,"The vines in this 2.25-acre plot are more than 100 years old, densely planted and producing this impressively rich wine. Juicy black fruits and powerful tannins are still present even after two years. The wine needs to age further and will be impressive from 2020.",Les Moriers,Zancanella Importing Co,Lucien Lardy 2017 Les Moriers  (Fleurie),$50, Beaujolais,93,Fleurie,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Lucien Lardy
50,12.5%,"Fleurie, Beaujolais, France",750 ml,Red, France,3/1/2019,"The single vineyard, less than an acre, is planted with 65-year-old vines. The result is this spicy, structured, dark-hued wine, with tannins still intact but promising much. Drink this lightly wood-aged wine from 2020.",Le Vivier,Bonhomie Wine Imports,Yohan Lardy 2017 Le Vivier  (Fleurie),$25, Beaujolais,93,Fleurie,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Yohan Lardy
51,14%,"Brouilly, Beaujolais, France",750 ml,Red, France,3/1/2019,"This structured wine has layers of black fruits, rich tannins and spice. Wood aging and time in bottle have softened the ripe fruit and acidity to produce a dense, velvet-textured wine that has an open and a juicy finish. Drink now.",Grande Réserve,Boisset Collection,Château de Pierreux 2016 Grande Réserve  (Brouilly),$29, Beaujolais,92,Brouilly,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2016,Château de Pierreux
52,14%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"A rich and tannic wine with a solid, dry core, this needs to be aged. Its concentration comes also from the ripe black fruits and acidity that are developing. All the elements give the wine impressive potential. Drink from 2020.",,"Fruit of the Vines, Inc",Domaine de Roche-Guillon 2017  Moulin-à-Vent,$23, Beaujolais,92,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine de Roche-Guillon
53,13.5%,"Saint-Amour, Beaujolais, France",750 ml,Red, France,3/1/2019,"Coming from the far north of Beaujolais, this wine has the typical structure and solid tannins. They mask the promise of the black-cherry fruits that will soon burst through. Then it will be a perfumed, ripe wine with great structure and potential. Drink from 2020.",,DB Wine Selection,Domaine du Breuil 2017  Saint-Amour,$24, Beaujolais,92,Saint-Amour,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine du Breuil
54,13.5%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"Aged in wood, stainless steel and cement tanks, this wine brings out spice as well as clean, perfumed fruit. It has weight and structure as befits a wine from this appellation and a tense tannic character that will allow it to age. Drink from 2020.",Tradition,Old Creek Imports,Domaine du Granit 2015 Tradition  (Moulin-à-Vent),$22, Beaujolais,92,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2015,Domaine du Granit
55,12%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"With a few years of age, this wine is richly ripe in character and soft in tannins, making it ready to drink. Cherry and red berry flavors are concentrated on the palate, honed by an edge of dryness. Drink this very fine, mature wine now.",,Loosen Bros. USA,Domaine Fond Moiroux 2010  Moulin-à-Vent,$25, Beaujolais,92,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2010,Domaine Fond Moiroux
