,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
10,14%,"Wachau, Austria",750 ml,White, Austria,3/1/2019,"Notes of ripe Russet pear on the nose have a pleasantly earthy edge. On the palate, the ripeness and juiciness of the pear fruit is enforced, while a high-toned, zesty lemon freshness underlines savory, salty and herbal notes of yeast. This is concentrated, mouthwatering and totally moreish, especially on that long, appetizing finish.",Loibenberg Smaragd,"Skurnik Wines, Inc",Alzinger 2017 Loibenberg Smaragd Grüner Veltliner (Wachau),$56,Wachau,95,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Alzinger
11,14%,"Wachau, Austria",750 ml,White, Austria,3/1/2019,"Aromatic notes of ripe pear flesh and peel have a yeasty, sonorous edge on the nose. The palate joins both fruit and yeast in a lovely, textured core that reveals salty, almost bitter miso and echoes of deep savoriness. Pithy citrus lends even more mouthfeel. A wonderfully concentrated, complex wine that deserves some bottle age. Drink 2020–2035.",Ried Steinertal Smaragd,"Skurnik Wines, Inc",Alzinger 2017 Ried Steinertal Smaragd Grüner Veltliner (Wachau),$66,Wachau,95,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Alzinger
12,12.5%,"Kamptal, Austria",750 ml,White, Austria,3/1/2019,"Funky earthiness encounters the nose first. After that, supremely ripe pear fruit takes over. The palate adds cushioned, creamy yeastiness and a whole load of lemon-scented, salty but soft yeastiness. This is a wine about texture and depth, about earth and deep savoriness. This is fluid and rounded without an ounce of fat, simply flowing in its own, rounded creaminess. The finish is fresh and creamy.",Ried Loiserberg,Craft + Estate–Winebow,Loimer 2017 Ried Loiserberg Grüner Veltliner (Kamptal),$40,Kamptal,95,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Loimer
13,12.5%,"Kamptal, Austria",750 ml,White, Austria,3/1/2019,"The flinty whiff of reduction still plays promisingly on the nose. The palate then fans out into earthy pepperiness, pear-fruited creaminess and spiky lemon freshness. Both texture and freshness characterize the midpalate, while sage, pepper and dried sage shimmer around the edges. Lovely, unusual and very elegant.",Ried Spiegel Vincent,Terry Theise Estate Selections,Bründlmayer 2017 Ried Spiegel Vincent Grüner Veltliner (Kamptal),$75,Kamptal,95,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Bründlmayer
14,14%,"Wachau, Austria",750 ml,White, Austria,3/1/2019,"Highly aromatic notes of glowingly ripe, juicy pear also have an edge of bergamot. This aromatic sophistication carries over onto the palate where pithy, zesty citrus provides lots of concentration. The result is totally mouthwatering in a salty fashion that is utterly moreish and very refreshing. This is racy, taut and packed with flavor.",Ried Kellerberg Smaragd,Gonzalez Byass USA,Domäne Wachau 2017 Ried Kellerberg Smaragd Grüner Veltliner (Wachau),$46,Wachau,95,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Domäne Wachau
15,13.5%,"Kamptal, Austria",750 ml,White, Austria,3/1/2019,"Salt, pepper and lemon notes own the nose offer the promise of savoriness. The palate then wheels out all the salty concentration in full force. This tingles like lemon zest and has the texture of citrus pith. Concentration and savoriness are written all over it. This is compact, deeply savory and totally lip-smacking.",Ried Gaisberg,Weygandt-Metzler,Eichinger 2017 Ried Gaisberg Grüner Veltliner (Kamptal),$29,Kamptal,95,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Eichinger
16,13%,"Wachau, Austria",750 ml,White, Austria,3/1/2019,"A lovely green apple freshness streams from the glass before a fennel and yeast savoriness spreads out. The slender palate then regales us with utter lemony concentration that highlights pepper, pear, apple, sage and wet stone. Zestiness shimmers and is wonderfully pervasive, keeping this taut and wonderfully vivid.",Ried Liebenberg Smaragd,Carlo Huber Selections,Josef Jamek 2017 Ried Liebenberg Smaragd Grüner Veltliner (Wachau),$37,Wachau,95,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Josef Jamek
17,14%,"Kremstal, Austria",750 ml,White, Austria,3/1/2019,"The fragrance of crushed citrus leaves creates a heady opening on the nose before ripe pear and lemon balm follow. The palate presents a picture of concentrated zestiness with edges of white pepper, salty preserved lemon and arugula, all wrapped in pear-fruited richness. Zest also characterizes the finish of this wine, which carries its full-flavored richness lightly.",Ried Kremser Thurnerberg Reserve,Balanced Wine Selections LLC,Türk 2017 Ried Kremser Thurnerberg Reserve Grüner Veltliner (Kremstal),N/A,Kremstal,95,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Türk
18,13%,"Kremstal, Austria",750 ml,White, Austria,3/1/2019,"Yeast, wet earth and supremely aromatic pear notes make for an intriguing nose. On the palate it is lifted, fruity, fresh and almost passion-fruit-like juiciness that make this irresistible. The body is concentrated and fluid and for now showcases its brilliant, refreshing and exciting fruit, but underneath is a core of salty richness that makes this so very moreish. Fluid, salty, zesty, slender but rounded.",Ried Höhlgraben Alte Reben,Circo Vino,Malat 2017 Ried Höhlgraben Alte Reben Grüner Veltliner (Kremstal),$50,Kremstal,95,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Malat
19,13.5%,"Kamptal, Austria",750 ml,White, Austria,3/1/2019,"Soft green pear on the nose has edges of dried sage. The slender palate still seems tightly closed but its pithy, textured concentration promises depths of salty, yeasty, pear- and citrus-fruited pleasure. This will blossom with a little bottle aging and will definitely be worth the wait. Drink 2022–2030.",Ried Lamm,Weygandt-Metzler,Eichinger 2017 Ried Lamm Grüner Veltliner (Kamptal),$39,Kamptal,95,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Eichinger
20,13.5%,"Wachau, Austria",750 ml,White, Austria,3/1/2019,"A lovely hint of green bergamot precedes the more customary notes of green and yellow pear on the nose. The palate is juicy and compact, presenting its pristine pear and citrus notes in a fluid, bulletlike fashion that explodes with zestiness and verve against a pithy, textured backdrop. The citrus notes fill the mouth and last all the way to a very mouthwatering finish.",Terrassen Smaragd,Gonzalez Byass USA,Domäne Wachau 2017 Terrassen Smaragd Grüner Veltliner (Wachau),$25,Wachau,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Domäne Wachau
21,13.5%,"Niederösterreich, Austria",750 ml,White, Austria,3/1/2019,"A riper aspect of pear plays on the nose, but it is not until the wine reaches the palate that it comes alive. There is a still tight core that holds notes of yeast, shimmering white pepper, celery salt and wet earth, which unfold slowly with a bit of air. This is concentrated but not heavy, impressive but relaxed and simply balanced perfectly.",Ried Sauberg Tradition,Circo Vino,Ingrid Groiss 2017 Ried Sauberg Tradition Grüner Veltliner (Niederösterreich),$51,Niederösterreich,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Ingrid Groiss
22,13.5%,"Wachau, Austria",750 ml,White, Austria,3/1/2019,"A funky whiff hints at some promising reduction on the nose before savory notes of citrus, arugula and miso take over. There is a ripe core that adds juicy, rounded pear notes to the savoriness that goes well with the rich, smooth texture of the wine. The finish is lasting, salty and moreish.",Ried Loibenberg,Weygandt-Metzler,Pichler-Krutzler 2017 Ried Loibenberg Grüner Veltliner (Wachau),N/A,Wachau,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Pichler-Krutzler
23,13.5%,"Kremstal, Austria",750 ml,White, Austria,3/1/2019,"Wet stone and freshly cut pear peel dominate the nose. The palate expands with fresh, ripe pear and more subtle Mandarin orange notes against a beautifully salty, pithy backdrop of yeast. This is concentrated, sassy and zesty.",Ried Kremser Frechau Reserve,Balanced Wine Selections LLC,Türk 2017 Ried Kremser Frechau Reserve Grüner Veltliner (Kremstal),N/A,Kremstal,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Türk
24,13.5%,"Niederösterreich, Austria",750 ml,White, Austria,3/1/2019,"Green melon, citrus foliage and a lick of creaminess on the nose make for a winning, appetizing combination. The palate speaks of concentration, yeast and salty depth alongside the fresh green pear notes. This is both rich and slender, expansive and focused. Lovely.",Ried Pankraz Reserve,Circo Vino,Ingrid Groiss 2017 Ried Pankraz Reserve Grüner Veltliner (Niederösterreich),$51,Niederösterreich,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Ingrid Groiss
25,11.5%,"Weinland Österreich, Austria",750 ml,White, Austria,3/1/2019,"A little funky wilderness still plays on the yeasty nose and does not yet give much away. The palate, however, develops that textured, lemon-scented, yeasty game and gives full rein to a kind of celery saltiness. There is lovely midpalate grip, too, and ample concentration.",Manila,"Frederick Wildman & Sons, Ltd",Nittnaus Anita und Hans 2017 Manila Grüner Veltliner (Weinland Österreich),$25,Weinland Österreich,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Nittnaus Anita und Hans
26,14%,"Kremstal, Austria",750 ml,White, Austria,3/1/2019,"A hint of earthiness precedes the notes of ripe, juicy pear on the nose. The palate switches into a savory mode that puts a salty yeastiness at the center, where creamy yeast and zesty pith combine into a wonderful texture, yet the finish shines with bright lemon and ripe pear. What a lovely mouthful.",Ried Pellingen Reserve,Soilair Selection,Proidl 2017 Ried Pellingen Reserve Grüner Veltliner (Kremstal),$35,Kremstal,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Proidl
27,13.5%,"Kamptal, Austria",750 ml,White, Austria,3/1/2019,"High-toned notes of freshly cut green pear expand on the nose. The palate then adds its creamy yeastiness and the texture of citrus pith, lending structure and a fitting backdrop to the salty, savory edge. Bright citrus freshness keeps this on a totally refreshing and even keel. Mouthfilling, concentrated and totally lip-smacking.",Ried Lamm,"Skurnik Wines, Inc",Schloss Gobelsburg 2017 Ried Lamm Grüner Veltliner (Kamptal),$47,Kamptal,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Schloss Gobelsburg
28,13.5%,"Wagram, Austria",750 ml,White, Austria,3/1/2019,"Subtle hints of mace and pepper give the nose a spicy frame. The palate then delivers Grüner's inimitable texture, enriched with savory, salty, herbal creaminess of yeast and gentle pear fruit. This is concentrated, complex and light, despite its undoubted body and oomph. Drink now–2028.",Rosenberg Alte Reben,KWSelection.com,Anton Bauer 2017 Rosenberg Alte Reben Grüner Veltliner (Wagram),$45,Wagram,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Anton Bauer
29,13.5%,"Wagram, Austria",750 ml,White, Austria,3/1/2019,"Yeast, celery and a hint of cream make for an intriguing nose. The palate brings yeasty, savory notes and provides distinct concentration on the slender palate. Lovely, spicy depth and moreishness reign on the salty finish.",Spiegel,KWSelection.com,Anton Bauer 2017 Spiegel Grüner Veltliner (Wagram),$34,Wagram,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Anton Bauer
30,13%,"Kamptal, Austria",750 ml,White, Austria,3/1/2019,"Yeast, earthiness, ripe pear and saltiness on the nose find their full, rich expression on the expansive palate. Aromatic, ripe pear fruit pervades the creamy yeast and counters the wonderful pepperiness. Fruit and textured richness go hand in hand.",Ried Lamm,"Skurnik Wines, Inc",Hirsch 2017 Ried Lamm Grüner Veltliner (Kamptal),$65,Kamptal,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Hirsch
31,13%,"Kamptal, Austria",750 ml,White, Austria,3/1/2019,"A touch of baked pear blinks though the softer, pillowy yeastiness on the nose. It is on the palate that the yeastiness becomes pithy, while a creamy saltiness spreads with highlights of sage and fennel seed. A savory wine with immense fluidity, concentration and character.",Tradition,"Skurnik Wines, Inc",Schloss Gobelsburg 2016 Tradition Grüner Veltliner (Kamptal),$38,Kamptal,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2016,Schloss Gobelsburg
32,13.5%,"Kamptal, Austria",750 ml,White, Austria,3/1/2019,"A high-toned note of fresh, green pear appears before riper pear and sage take over on the nose. The palate adds zingy, fresh and tingling lemon peel to the salty yeast and savory, mossy herbal notes, lending slenderness to these enticing, pervasive and moreish flavors with their long finish.",Ried Kittmannsberg Reserve,KWSelection.com,Steininger 2017 Ried Kittmannsberg Reserve Grüner Veltliner (Kamptal),$39,Kamptal,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Steininger
33,13.5%,"Wachau, Austria",750 ml,White, Austria,3/1/2019,"Subtle notes of Russet pear peel and lime zest on the nose lead to a very concentrated body where the attractive zestiness combines winningly with notes of salty miso and hints of white pepper. It is citrus freshness that highlights the aromatic, savory nature of these flavors and gives this wine its racy, refreshing tension and utter moreishness.",Ried Kirnberg Smaragd,Schatzi Wines,Georg Frischengruber 2017 Ried Kirnberg Smaragd Grüner Veltliner (Wachau),$42,Wachau,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Georg Frischengruber
34,13%,"Kremstal, Austria",750 ml,White, Austria,3/1/2019,"Fully ripe and aromatic Williams pear shines on the nose. The palate comes in with immense concentration that brims with spiky citrus zest and a lovely, grippy, pithy texture. Lemon balm, white pepper and crushed verbena shimmer around the edges, but it is the lemon peel purity that radiates all the way to the lip-smacking finish.",Ried Gottschelle,Circo Vino,Malat 2017 Ried Gottschelle Grüner Veltliner (Kremstal),$50,Kremstal,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Malat
35,13%,"Kremstal, Austria",750 ml,White, Austria,3/1/2019,"A touch of miso and earth clings to the pear peel note of the nose. The palate also presents these savory flavors, which are reminiscent of miso paste, soy and crushed sage. Lively lemon brightness highlights them all the more and provides a pithy texture. A lovely, savory and complex wine.",Ried Wachtberg,"Fruit of the Vines, Inc",Salomon-Undhof 2017 Ried Wachtberg Grüner Veltliner (Kremstal),$33,Kremstal,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Salomon-Undhof
36,14%,"Kremstal, Austria",750 ml,White, Austria,3/1/2019,"Notes of freshly cut apple and Conference pear peel dance on the nose alongside fresh lemon. The palate adds a textured backdrop to this fruity display, which features salty yeast and pithy, earthy depth. The finish is dominated by mouthwatering, refreshing lemon zestiness.",Von Stein Reserve,"Fruit of the Vines, Inc",Salomon-Undhof 2017 Von Stein Reserve Grüner Veltliner (Kremstal),$48,Kremstal,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Salomon-Undhof
37,13.5%,"Kamptal, Austria",750 ml,White, Austria,3/1/2019,"Green Conference pear and earthy, salty yeast on the nose reappear with renewed vigor on the slender but buffered palate. White pepper and celery salt tingle while fresh lemon and moss notes persists.",Ried Loisium Reserve,KWSelection.com,Steininger 2017 Ried Loisium Reserve Grüner Veltliner (Kamptal),$25,Kamptal,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Steininger
38,13.5%,"Wachau, Austria",750 ml,White, Austria,3/1/2019,"Lemon zest, white pepper and soy savoriness on the nose promise spice and concentration. It is on the textured midpalate that the saltiness spreads, highlighting shimmers of white pepper, crushed sage and yeast. While the core is rich and buffered, the body of the wine remains fluid, slender and taut. A class act.",Bergdistel Smaragd,KWSelection.com,Tegernseerhof 2017 Bergdistel Smaragd Grüner Veltliner (Wachau),$34,Wachau,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Tegernseerhof
39,13%,"Wagram, Austria",750 ml,White, Austria,3/1/2019,"Notes of superripe stone fruit stream from the glass, but the palate is a picture of savoriness. There still is the fluidity of the fruit, but this really is about salty, yeasty, savory texture with wonderful freshness and concentration. Tingling white pepper frames the long finish. Wonderful.",Rosenberg,"Skurnik Wines, Inc",Bernhard Ott 2017 Rosenberg Grüner Veltliner (Wagram),$65,Wagram,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Bernhard Ott
40,13%,"Wagram, Austria",750 ml,White, Austria,3/1/2019,"Notes of freshly turned, wet earth attain an air of herbal savoriness, which finds its full expression on the slender and very juicy palate. Ripe yellow plum is joined by arugula, hay flower, crushed yarrow and wet moss. The finish is tapered to a long finish by spiky, fresh lemon.",Spiegel,"Skurnik Wines, Inc",Bernhard Ott 2017 Spiegel Grüner Veltliner (Wagram),$65,Wagram,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Bernhard Ott
41,13%,"Weinviertel, Austria",750 ml,White, Austria,3/1/2019,"Notes of crushed celery, sage and fresh yeast on the nose already hint at the concentrated dose of savoriness that is to come. The palate presents this with a satisfying, lasting intensity. This is about texture and saltiness rather than fruit and deserves to stand on the very best tables. A deeply gastronomic wine of beautiful but light-footed eminence.",Ried Mühlberg,Deutsch Family Wine and Spirits,Gruber Röschitz 2017 Ried Mühlberg Grüner Veltliner (Weinviertel),$32,Weinviertel,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Gruber Röschitz
42,13%,"Kamptal, Austria",750 ml,White, Austria,3/1/2019,"A rather shy nose reveals nothing but slight notes of citrus. The palate then fills out with subtle but convincing notes of fresh sage, lemon pith, celery salt and yeast. Lemon highlights keep this on the ultrafresh side, but the savory yeastiness provides a lovely balance.",Ried Seeberg,Kysela Père et Fils,Leindl 2017 Ried Seeberg Grüner Veltliner (Kamptal),$43,Kamptal,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Leindl
43,13.5%,"Traisental, Austria",750 ml,White, Austria,3/1/2019,"A subtle nose reveals suspicions of yeast and lemon. The palate shows an intriguing edge of phenolics that unites yeasty texture with lemony pith. All this happens on light, delicate but very grounded feet. This is lovely now but will be even better with bottle aging. Drink 2022–2030.",Ried Berg,"Broadbent Selections, Inc",Markus Huber 2017 Ried Berg Grüner Veltliner (Traisental),$75,Traisental,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Markus Huber
44,13.5%,"Wachau, Austria",750 ml,White, Austria,3/1/2019,"Pear and salty miso on the nose already promise a dramatic clash of opposites. The palate presents these poles in exemplary fashion. The creamy, textured, pithy and pleasantly bitter edge of yeast and zest meet rounded, harmonious and ripe pear fruit. The long, lip-smacking finish makes you crave more.",Ried Kellerberg,Weygandt-Metzler,Pichler-Krutzler 2017 Ried Kellerberg Grüner Veltliner (Wachau),N/A,Wachau,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Pichler-Krutzler
45,13.5%,"Kamptal, Austria",750 ml,White, Austria,3/1/2019,"A rich, fragrant yeastiness, tinged with celery salt and sage shimmers on the nose alongside citrus and green pear. On the palate, the yeast pervades both texture and flavor, enhanced by new notes of hay flower and a distinct, moreish, tingling saltiness. So much flavor packed into a mouthful of wine.",Ried Grub,"Skurnik Wines, Inc",Schloss Gobelsburg 2017 Ried Grub Grüner Veltliner (Kamptal),$38,Kamptal,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Schloss Gobelsburg
46,14%,"Kamptal, Austria",750 ml,White, Austria,3/1/2019,"Ripe stone fruit, juicy yellow pear and creamy yeast signal richness on the nose. The palate obliges with yeasty creaminess and a bold but fluid texture. The ripe and juicy pear notes, however, peep through in a joyful, almost cheeky fashion. A lovely, rounded, full-flavored wine with a peppery finish.",Ried Lamm Reserve,KWSelection.com,Steininger 2017 Ried Lamm Reserve Grüner Veltliner (Kamptal),$49,Kamptal,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Steininger
47,14%,"Wachau, Austria",750 ml,White, Austria,3/1/2019,"Freshly turned wet earth and pear peel on the nose promise richness and texture. The palate duly obliges and presents a concentrated core that unites salty yeast, lemon zest and savory miso notes. A slight but pleasant bitterness adds bite and counters the lovely fruit. This is complex and mouthwatering to the last.",Ried Höhereck,KWSelection.com,Tegernseerhof 2017 Ried Höhereck Grüner Veltliner (Wachau),$49,Wachau,94,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Tegernseerhof
48,13.5%,"Kamptal, Austria",750 ml,White, Austria,3/1/2019,"Lemon zest, creamy yeast and white asparagus combine into a most enticing nose. The palate brings yet more savoriness with its shimmering white pepper and gleaming ripe lemon notes. The concentration is made all the more palpable by wonderful yeasty note. It offers a lovely, satisfying mouthful.",Ried Renner,Vias Imports,Allram 2017 Ried Renner Grüner Veltliner (Kamptal),$30,Kamptal,93,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Allram
49,14.5%,"Kremstal, Austria",750 ml,White, Austria,3/1/2019,"Pear peel, miso and yeast on the nose immediately promise a savory wine. The palate delivers with an almost fizzingly fresh zesty core and a yeasty, salty texture that is both fruity and spicy. There is concentration and strength despite the slenderness. The finish is lip-smacking and long and reprises that lovely pear note.",Ried Schiefer,"Frederick Wildman & Sons, Ltd",Forstreiter 2017 Ried Schiefer Grüner Veltliner (Kremstal),$25,Kremstal,93,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2017,Forstreiter
